sampleName	read1Path	read2Path	sampleType
151T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/151T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/151T_r2.fq.gz	Tumor
152T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/152T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/152T_r2.fq.gz	Tumor
153T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/153T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/153T_r2.fq.gz	Tumor
154T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/154T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/154T_r2.fq.gz	Tumor
155T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/155T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/155T_r2.fq.gz	Tumor
156T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/156T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/156T_r2.fq.gz	Tumor
157T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/157T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/157T_r2.fq.gz	Tumor
158T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/158T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/158T_r2.fq.gz	Tumor
159T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/159T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/159T_r2.fq.gz	Tumor
15T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/15T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/15T_r2.fq.gz	Tumor
160T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/160T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/160T_r2.fq.gz	Tumor
161T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/161T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/161T_r2.fq.gz	Tumor
162T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/162T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/162T_r2.fq.gz	Tumor
163T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/163T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/163T_r2.fq.gz	Tumor
164T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/164T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/164T_r2.fq.gz	Tumor
165T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/165T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/165T_r2.fq.gz	Tumor
166T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/166T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/166T_r2.fq.gz	Tumor
167T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/167T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/167T_r2.fq.gz	Tumor
168T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/168T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/168T_r2.fq.gz	Tumor
169T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/169T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/169T_r2.fq.gz	Tumor
16T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/16T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/16T_r2.fq.gz	Tumor
170T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/170T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/170T_r2.fq.gz	Tumor
171T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/171T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/171T_r2.fq.gz	Tumor
172T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/172T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/172T_r2.fq.gz	Tumor
173T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/173T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/173T_r2.fq.gz	Tumor
174T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/174T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/174T_r2.fq.gz	Tumor
175T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/175T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/175T_r2.fq.gz	Tumor
176T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/176T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/176T_r2.fq.gz	Tumor
177T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/177T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/177T_r2.fq.gz	Tumor
178T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/178T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/178T_r2.fq.gz	Tumor
179T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/179T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/179T_r2.fq.gz	Tumor
17T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/17T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/17T_r2.fq.gz	Tumor
180T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/180T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/180T_r2.fq.gz	Tumor
181T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/181T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/181T_r2.fq.gz	Tumor
182T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/182T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/182T_r2.fq.gz	Tumor
183T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/183T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/183T_r2.fq.gz	Tumor
184T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/184T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/184T_r2.fq.gz	Tumor
185T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/185T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/185T_r2.fq.gz	Tumor
186T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/186T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/186T_r2.fq.gz	Tumor
187T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/187T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/187T_r2.fq.gz	Tumor
188T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/188T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/188T_r2.fq.gz	Tumor
189T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/189T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/189T_r2.fq.gz	Tumor
18T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/18T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/18T_r2.fq.gz	Tumor
190T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/190T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/190T_r2.fq.gz	Tumor
191T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/191T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/191T_r2.fq.gz	Tumor
192T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/192T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/192T_r2.fq.gz	Tumor
193T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/193T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/193T_r2.fq.gz	Tumor
194T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/194T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/194T_r2.fq.gz	Tumor
195T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/195T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/195T_r2.fq.gz	Tumor
196T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/196T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/196T_r2.fq.gz	Tumor
197T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/197T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/197T_r2.fq.gz	Tumor
198T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/198T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/198T_r2.fq.gz	Tumor
199T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/199T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/199T_r2.fq.gz	Tumor
19T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/19T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/19T_r2.fq.gz	Tumor
1T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/1T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/1T_r2.fq.gz	Tumor
200T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/200T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/200T_r2.fq.gz	Tumor
201T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/201T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/201T_r2.fq.gz	Tumor
202T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/202T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/202T_r2.fq.gz	Tumor
203T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/203T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/203T_r2.fq.gz	Tumor
204T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/204T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/204T_r2.fq.gz	Tumor
205T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/205T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/205T_r2.fq.gz	Tumor
206T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/206T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/206T_r2.fq.gz	Tumor
207T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/207T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/207T_r2.fq.gz	Tumor
208T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/208T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/208T_r2.fq.gz	Tumor
209T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/209T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/209T_r2.fq.gz	Tumor
20T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/20T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/20T_r2.fq.gz	Tumor
210T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/210T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/210T_r2.fq.gz	Tumor
211T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/211T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/211T_r2.fq.gz	Tumor
212T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/212T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/212T_r2.fq.gz	Tumor
213T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/213T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/213T_r2.fq.gz	Tumor
214T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/214T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/214T_r2.fq.gz	Tumor
215T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/215T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/215T_r2.fq.gz	Tumor
216T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/216T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/216T_r2.fq.gz	Tumor
217T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/217T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/217T_r2.fq.gz	Tumor
218T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/218T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/218T_r2.fq.gz	Tumor
219T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/219T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/219T_r2.fq.gz	Tumor
21T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/21T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/21T_r2.fq.gz	Tumor
220T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/220T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/220T_r2.fq.gz	Tumor
221T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/221T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/221T_r2.fq.gz	Tumor
222T	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/222T_r1.fq.gz	s3://crm.tumorstudy.analysis/mybrca-sequencing-data/RNAseq/222T_r2.fq.gz	Tumor
